"","X.3","X.2","X.1","X","id","sexo","fechnac","educ","catlab","salario","salini","tiempemp","expprev","minoria","genero","ci","edad","grupedad","estudios","salargr"
"277",277,277,277,277,277,"Mujer","1965-05-20",16,"Directivo",43000,17490,79,20,"No","Femenino",83.4108305626337,24.7556468172485,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"278",278,278,278,278,278,"Mujer","1943-06-12",8,"Administrativo",20850,12000,79,70,"No","Femenino",102.76919452471,46.694045174538,"Más de 40 años","Primarios","Hasta 25.000 $"
"279",279,279,279,279,279,"Mujer","1969-04-16",12,"Administrativo",24450,12000,79,8,"No","Femenino",107.837861978404,20.8487337440109,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"280",280,280,280,280,280,"Mujer","1969-10-20",12,"Administrativo",24750,10950,79,5,"No","Femenino",107.410078868207,20.3367556468172,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"281",281,281,281,281,281,"Hombre","1945-02-18",8,"Seguridad",34500,15750,79,246,"Sí","Masculino",98.628429105509,45.0047912388775,"Más de 40 años","Primarios","Entre 25.001 y 50.000 $"
"282",282,282,282,282,282,"Hombre","1963-09-15",14,"Administrativo",27900,15000,79,47,"Sí","Masculino",82.2405727309088,26.4339493497604,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"283",283,283,283,283,283,"Hombre","1963-02-25",19,"Directivo",68125,32010,78,35,"No","Masculino",114.015215310124,26.9869952087611,"Entre 25 y 30 años","Superiores","Entre 50.001 y 75.000 $"
"284",284,284,284,284,284,"Hombre","1961-10-10",19,"Directivo",73500,33000,78,45,"No","Masculino",125.556354807089,28.3641341546886,"Entre 25 y 30 años","Superiores","Entre 50.001 y 75.000 $"
"285",285,285,285,285,285,"Hombre","1930-05-28",8,"Seguridad",30750,15750,78,429,"No","Masculino",89.2379137670978,59.7344284736482,"Más de 40 años","Primarios","Entre 25.001 y 50.000 $"
"286",286,286,286,286,286,"Hombre","1958-03-07",15,"Directivo",40050,25500,78,133,"No","Masculino",101.83197473563,31.958932238193,"Entre 30 y 35 años","Medios","Entre 25.001 y 50.000 $"
"287",287,287,287,287,287,"Hombre","1965-01-18",16,"Administrativo",40350,19500,78,20,"No","Masculino",103.933793097261,25.0896646132786,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"288",288,288,288,288,288,"Hombre","1955-01-22",15,"Directivo",38700,23730,78,176,"No","Masculino",98.2818598344772,35.0800821355236,"Entre 35 y 40 años","Medios","Entre 25.001 y 50.000 $"
"289",289,289,289,289,289,"Hombre","1964-10-27",17,"Directivo",65000,30750,78,26,"No","Masculino",82.6811669658616,25.3169062286105,"Entre 25 y 30 años","Superiores","Entre 50.001 y 75.000 $"
"290",290,290,290,290,290,"Hombre","1954-04-05",18,"Directivo",51450,36240,78,149,"No","Masculino",117.089831696948,35.8795345653662,"Entre 35 y 40 años","Superiores","Entre 50.001 y 75.000 $"
"291",291,291,291,291,291,"Hombre","1934-09-23",12,"Seguridad",35250,15750,78,387,"No","Masculino",116.40566158064,55.4113620807666,"Más de 40 años","Secundarios","Entre 25.001 y 50.000 $"
"292",292,292,292,292,292,"Hombre","1963-05-07",14,"Administrativo",25950,15000,78,53,"No","Masculino",109.544746123842,26.7926078028747,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"293",293,293,293,293,293,"Hombre","1965-09-19",15,"Administrativo",25050,14250,78,24,"No","Masculino",101.107324198977,24.4216290212183,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"294",294,294,294,294,294,"Hombre","1968-10-10",12,"Administrativo",26700,12750,78,25,"No","Masculino",100.11245886657,21.3634496919918,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"295",295,295,295,295,295,"Hombre","1932-08-20",8,"Administrativo",24000,15750,78,476,"No","Masculino",95.8859400468299,57.5030800821355,"Más de 40 años","Primarios","Hasta 25.000 $"
"296",296,296,296,296,296,"Hombre","1964-02-12",12,"Administrativo",26850,15000,78,48,"No","Masculino",119.724976558323,26.0232717316906,"Entre 25 y 30 años","Secundarios","Entre 25.001 y 50.000 $"
"297",297,297,297,297,297,"Mujer","1942-04-16",12,"Administrativo",23400,15300,78,209,"No","Femenino",84.352512585077,47.8494182067077,"Más de 40 años","Secundarios","Hasta 25.000 $"
"298",298,298,298,298,298,"Mujer","1966-08-24",12,"Administrativo",24600,13500,78,47,"No","Femenino",88.3688764100023,23.4934976043806,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"299",299,299,299,299,299,"Mujer","1965-05-11",15,"Administrativo",32550,18000,78,6,"No","Femenino",110.612176153269,24.7802874743326,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"300",300,300,300,300,300,"Hombre","1960-05-26",16,"Administrativo",26550,15000,78,105,"Sí","Masculino",120.434530899787,29.7385352498289,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"301",301,301,301,301,301,"Hombre","1968-08-04",12,"Administrativo",31500,13500,78,7,"Sí","Masculino",93.9774428340041,21.5468856947296,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"302",302,302,302,302,302,"Hombre","1939-09-28",8,"Administrativo",22350,15000,78,320,"Sí","Masculino",102.083043450859,50.3983572895277,"Más de 40 años","Primarios","Hasta 25.000 $"
"303",303,303,303,303,303,"Hombre","1938-02-10",12,"Seguridad",35250,15750,78,281,"Sí","Masculino",99.6270949186095,52.0273785078713,"Más de 40 años","Secundarios","Entre 25.001 y 50.000 $"
"304",304,304,304,304,304,"Mujer","1945-09-28",15,"Administrativo",25800,13500,78,51,"Sí","Femenino",105.33569279039,44.3969883641342,"Más de 40 años","Medios","Entre 25.001 y 50.000 $"
"305",305,305,305,305,305,"Hombre","1941-10-25",12,"Seguridad",30750,15750,77,317,"No","Masculino",82.4914870105596,48.3230663928816,"Más de 40 años","Secundarios","Entre 25.001 y 50.000 $"
"306",306,306,306,306,306,"Hombre","1966-04-05",15,"Administrativo",30750,16500,77,41,"No","Masculino",70.2939914858602,23.8795345653662,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"307",307,307,307,307,307,"Hombre","1945-07-24",16,"Directivo",50000,32490,77,264,"No","Masculino",108.897644419311,44.5776865160849,"Más de 40 años","Medios","Entre 25.001 y 50.000 $"
"308",308,308,308,308,308,"Hombre","1963-02-01",15,"Administrativo",34500,18000,77,63,"No","Masculino",84.2642384023943,27.0527036276523,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"309",309,309,309,309,309,"Hombre","1964-07-19",15,"Administrativo",26250,15750,77,38,"No","Masculino",94.466159007549,25.5906913073238,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"310",310,310,310,310,310,"Hombre","1964-03-23",16,"Administrativo",44875,21240,77,22,"No","Masculino",114.321533514303,25.9137577002053,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"311",311,311,311,311,311,"Mujer","1951-02-15",12,"Administrativo",22500,12000,77,63,"No","Femenino",114.870995199361,39.0143737166324,"Entre 35 y 40 años","Secundarios","Hasta 25.000 $"
"312",312,312,312,312,312,"Mujer","1963-03-12",12,"Administrativo",25650,14250,77,64,"No","Femenino",97.9718571942155,26.9459274469541,"Entre 25 y 30 años","Secundarios","Entre 25.001 y 50.000 $"
"313",313,313,313,313,313,"Mujer","1969-10-25",12,"Administrativo",21300,11250,77,0,"No","Femenino",94.9835883781833,20.3230663928816,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"314",314,314,314,314,314,"Mujer","1966-11-24",12,"Administrativo",29850,13500,77,38,"No","Femenino",110.574083135913,23.2416153319644,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"315",315,315,315,315,315,"Mujer","1969-09-19",12,"Administrativo",34500,12150,77,4,"No","Femenino",96.8396995156743,20.4216290212183,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"316",316,316,316,316,316,"Hombre","1960-01-14",15,"Administrativo",27750,15000,77,52,"Sí","Masculino",103.086410529183,30.1026694045175,"Entre 30 y 35 años","Medios","Entre 25.001 y 50.000 $"
"317",317,317,317,317,317,"Hombre","1969-02-27",12,"Administrativo",27750,11550,77,12,"Sí","Masculino",79.2285047224084,20.9801505817933,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"318",318,318,318,318,318,"Hombre","1961-02-19",16,"Directivo",48750,21990,76,61,"No","Masculino",98.7034360174922,29.0020533880903,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"319",319,319,319,319,319,"Hombre","1966-03-02",15,"Administrativo",43410,15750,76,12,"No","Masculino",119.934062905659,23.9726214921287,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"320",320,320,320,320,320,"Hombre","1936-11-10",12,"Administrativo",22050,15000,76,385,"No","Masculino",97.7917389857867,53.2785763175907,"Más de 40 años","Secundarios","Hasta 25.000 $"
"321",321,321,321,321,321,"Mujer","1953-10-26",12,"Administrativo",22050,12000,76,6,"No","Femenino",101.511035847066,36.3203285420945,"Entre 35 y 40 años","Secundarios","Hasta 25.000 $"
"322",322,322,322,322,322,"Mujer","1938-03-02",12,"Administrativo",22500,14250,76,90,"No","Femenino",105.908921282657,51.9726214921287,"Más de 40 años","Secundarios","Hasta 25.000 $"
"323",323,323,323,323,323,"Mujer","1967-05-13",15,"Administrativo",25500,12000,76,7,"No","Femenino",110.570796574816,22.776180698152,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"324",324,324,324,324,324,"Mujer","1966-10-14",12,"Administrativo",29160,15000,76,22,"No","Femenino",111.064988516641,23.3538672142368,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"325",325,325,325,325,325,"Mujer","1934-11-04",8,"Administrativo",16800,10200,76,76,"No","Femenino",127.436841436404,55.296372347707,"Más de 40 años","Primarios","Hasta 25.000 $"
"326",326,326,326,326,326,"Hombre","1958-07-24",8,"Seguridad",29550,15750,76,144,"Sí","Masculino",110.17187238527,31.5783709787817,"Entre 30 y 35 años","Primarios","Entre 25.001 y 50.000 $"
"327",327,327,327,327,327,"Hombre","1965-03-02",12,"Administrativo",26700,15750,76,18,"Sí","Masculino",85.3559170656499,24.9719370294319,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"328",328,328,328,328,328,"Hombre","1952-10-25",18,"Directivo",55000,32490,75,125,"No","Masculino",95.7417793608525,37.3223819301848,"Entre 35 y 40 años","Superiores","Entre 50.001 y 75.000 $"
"329",329,329,329,329,329,"Hombre","1958-08-24",18,"Directivo",62500,34980,75,74,"No","Masculino",107.347611499443,31.4934976043806,"Entre 30 y 35 años","Superiores","Entre 50.001 y 75.000 $"
"330",330,330,330,330,330,"Hombre","1959-05-09",15,"Administrativo",27300,17250,75,132,"No","Masculino",94.2851232028749,30.7871321013005,"Entre 30 y 35 años","Medios","Entre 25.001 y 50.000 $"
"331",331,331,331,331,331,"Mujer","1942-02-04",12,"Administrativo",24450,12000,75,144,"No","Femenino",85.6241205265791,48.0438056125941,"Más de 40 años","Secundarios","Hasta 25.000 $"
"332",332,332,332,332,332,"Mujer","1964-05-10",16,"Administrativo",33000,18000,75,26,"No","Femenino",79.6553188680603,25.782340862423,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"333",333,333,333,333,333,"Mujer","1965-01-26",15,"Administrativo",37050,18000,75,5,"No","Femenino",103.021024416544,25.0677618069815,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"334",334,334,334,334,334,"Mujer","1966-05-09",12,"Administrativo",24450,10950,75,32,"Sí","Femenino",60.0237596507006,23.7864476386037,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"335",335,335,335,335,335,"Hombre","1930-02-26",8,"Seguridad",31950,15750,74,408,"No","Masculino",79.8938724863284,59.9835728952772,"Más de 40 años","Primarios","Entre 25.001 y 50.000 $"
"336",336,336,336,336,336,"Hombre","1964-01-10",16,"Directivo",47250,21240,74,45,"No","Masculino",88.6036406010569,26.113620807666,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"337",337,337,337,337,337,"Mujer","1970-01-27",12,"Administrativo",26100,11550,74,2,"No","Femenino",86.5582619537441,20.0657084188912,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"338",338,338,338,338,338,"Mujer","1938-08-12",8,"Administrativo",15900,10200,74,43,"No","Femenino",132.340328949092,51.5263518138261,"Más de 40 años","Primarios","Hasta 25.000 $"
"339",339,339,339,339,339,"Mujer","1942-11-07",8,"Administrativo",23700,10650,74,281,"No","Femenino",94.3252316367132,47.2881587953457,"Más de 40 años","Primarios","Hasta 25.000 $"
"340",340,340,340,340,340,"Mujer","1934-05-06",8,"Administrativo",21750,12450,74,318,"No","Femenino",80.7190746970837,55.7946611909651,"Más de 40 años","Primarios","Hasta 25.000 $"
"341",341,341,341,341,341,"Hombre","1945-01-20",12,"Directivo",59400,33750,74,272,"Sí","Masculino",118.532974093695,45.0841889117043,"Más de 40 años","Secundarios","Entre 50.001 y 75.000 $"
"342",342,342,342,342,342,"Mujer","1948-06-01",12,"Administrativo",24450,14250,74,117,"Sí","Femenino",80.2474390271156,41.7221081451061,"Más de 40 años","Secundarios","Hasta 25.000 $"
"343",343,343,343,343,343,"Hombre","1953-06-09",16,"Directivo",103500,60000,73,150,"No","Masculino",74.0639497243717,36.7008898015058,"Entre 35 y 40 años","Medios","Más de 75.000 $"
"344",344,344,344,344,344,"Hombre","1963-10-13",12,"Administrativo",35700,16500,73,72,"No","Masculino",91.6144034570986,26.3572895277207,"Entre 25 y 30 años","Secundarios","Entre 25.001 y 50.000 $"
"345",345,345,345,345,345,"Mujer","1969-05-05",12,"Administrativo",22200,16500,73,7,"No","Femenino",69.4035680280947,20.7967145790554,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"346",346,346,346,346,346,"Mujer","1968-08-16",15,"Administrativo",22950,13950,73,22,"No","Femenino",114.71201940077,21.5140314852841,"Hasta 25 años","Medios","Hasta 25.000 $"
"347",347,347,347,347,347,"Mujer","1944-08-10",12,"Administrativo",23100,12000,73,228,"No","Femenino",88.1256145011109,45.5304585900068,"Más de 40 años","Secundarios","Hasta 25.000 $"
"348",348,348,348,348,348,"Mujer","1962-06-11",16,"Directivo",56750,30000,73,15,"No","Femenino",84.5053869712023,27.6960985626283,"Entre 25 y 30 años","Medios","Entre 50.001 y 75.000 $"
"349",349,349,349,349,349,"Mujer","1938-03-22",17,"Administrativo",29100,12750,73,375,"No","Femenino",117.230270904414,51.917864476386,"Más de 40 años","Superiores","Entre 25.001 y 50.000 $"
"350",350,350,350,350,350,"Mujer","1939-04-21",12,"Administrativo",37650,15750,73,132,"No","Femenino",106.865162175667,50.8364134154689,"Más de 40 años","Secundarios","Entre 25.001 y 50.000 $"
"351",351,351,351,351,351,"Mujer","1966-01-27",12,"Administrativo",27900,13500,73,32,"No","Femenino",94.6663045354353,24.0657084188912,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"352",352,352,352,352,352,"Mujer","1933-11-26",8,"Administrativo",21150,12000,73,159,"No","Femenino",99.9141682173372,56.2354551676934,"Más de 40 años","Primarios","Hasta 25.000 $"
"353",353,353,353,353,353,"Hombre","1955-03-10",12,"Seguridad",31200,15750,73,155,"Sí","Masculino",86.4432501813796,34.9514031485284,"Entre 30 y 35 años","Secundarios","Entre 25.001 y 50.000 $"
"354",354,354,354,354,354,"Mujer","1946-05-08",12,"Administrativo",20550,11250,73,154,"Sí","Femenino",103.931740621377,43.7891854893908,"Más de 40 años","Secundarios","Hasta 25.000 $"
"355",355,355,355,355,355,"Hombre","1961-05-19",15,"Administrativo",25950,17250,72,83,"No","Masculino",96.8905321818977,28.7583846680356,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"356",356,356,356,356,356,"Hombre","1965-11-10",15,"Administrativo",28350,15000,72,48,"No","Masculino",92.1296079122704,24.2792607802875,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"357",357,357,357,357,357,"Mujer","1932-01-18",8,"Administrativo",17700,10200,72,184,"No","Femenino",105.68984987393,58.0917180013689,"Más de 40 años","Primarios","Hasta 25.000 $"
"358",358,358,358,358,358,"Mujer","1944-04-11",15,"Administrativo",23550,13500,72,49,"No","Femenino",109.589819040666,45.8617385352498,"Más de 40 años","Medios","Hasta 25.000 $"
"359",359,359,359,359,359,"Mujer","1941-06-12",12,"Administrativo",19950,10200,72,56,"No","Femenino",116.765584658474,48.6926762491444,"Más de 40 años","Secundarios","Hasta 25.000 $"
"360",360,360,360,360,360,"Mujer","1968-08-11",12,"Administrativo",29400,15300,72,30,"No","Femenino",105.977138173149,21.5277207392197,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"361",361,361,361,361,361,"Mujer","1966-06-09",12,"Administrativo",28800,13950,72,18,"No","Femenino",95.093825395029,23.7015742642026,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"362",362,362,362,362,362,"Mujer","1937-04-08",8,"Administrativo",16950,10200,72,319,"No","Femenino",116.941340975274,52.870636550308,"Más de 40 años","Primarios","Hasta 25.000 $"
"363",363,363,363,363,363,"Hombre","1954-06-03",16,"Administrativo",35700,18000,72,138,"Sí","Masculino",108.652006228984,35.7180013689254,"Entre 35 y 40 años","Medios","Entre 25.001 y 50.000 $"
"364",364,364,364,364,364,"Mujer","1947-03-26",12,"Administrativo",17400,10200,72,116,"Sí","Femenino",108.842314930488,42.9075975359343,"Más de 40 años","Secundarios","Hasta 25.000 $"
"365",365,365,365,365,365,"Mujer","1948-10-16",8,"Administrativo",21450,10200,72,194,"Sí","Femenino",111.589500776081,41.347022587269,"Más de 40 años","Primarios","Hasta 25.000 $"
"366",366,366,366,366,366,"Mujer","1961-03-21",12,"Administrativo",24750,12000,72,68,"Sí","Femenino",85.8174710817439,28.9199178644764,"Entre 25 y 30 años","Secundarios","Hasta 25.000 $"
"367",367,367,367,367,367,"Mujer","1942-05-22",12,"Administrativo",16950,10200,72,271,"Sí","Femenino",127.220472453233,47.750855578371,"Más de 40 años","Secundarios","Hasta 25.000 $"
"368",368,368,368,368,368,"Mujer","1943-07-20",12,"Administrativo",26100,13500,72,169,"Sí","Femenino",107.349623064825,46.590006844627,"Más de 40 años","Secundarios","Entre 25.001 y 50.000 $"
"369",369,369,369,369,369,"Hombre","1967-11-14",14,"Administrativo",28050,15000,71,15,"No","Masculino",101.774619459588,22.2696783025325,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"370",370,370,370,370,370,"Mujer","1963-01-20",16,"Administrativo",36600,18000,71,12,"No","Femenino",92.8194649949761,27.0855578370979,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"371",371,371,371,371,371,"Mujer","1966-04-05",16,"Directivo",58125,18000,71,11,"No","Femenino",128.994193969505,23.8795345653662,"Hasta 25 años","Medios","Entre 50.001 y 75.000 $"
"372",372,372,372,372,372,"Hombre","1935-08-22",15,"Administrativo",21300,15750,70,372,"No","Masculino",113.769095390809,54.4996577686516,"Más de 40 años","Medios","Hasta 25.000 $"
"373",373,373,373,373,373,"Hombre","1949-10-29",12,"Administrativo",22500,16500,70,216,"No","Masculino",102.076377708204,40.3121149897331,"Más de 40 años","Secundarios","Hasta 25.000 $"
"374",374,374,374,374,374,"Hombre","1967-07-26",15,"Administrativo",29400,15750,70,15,"No","Masculino",98.1709767177616,22.5735797399042,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"375",375,375,375,375,375,"Hombre","1966-10-08",12,"Administrativo",27450,14700,70,41,"No","Masculino",102.902504182097,23.3702943189596,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"376",376,376,376,376,376,"Hombre","1964-10-09",15,"Administrativo",29850,15750,70,48,"No","Masculino",92.5792384394554,25.3661875427789,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"377",377,377,377,377,377,"Hombre","1965-11-29",15,"Administrativo",25350,15750,70,56,"No","Masculino",86.7951808438829,24.227241615332,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"378",378,378,378,378,378,"Mujer","1930-09-21",8,"Administrativo",15750,10200,70,275,"No","Femenino",97.5958829998254,59.4168377823409,"Más de 40 años","Primarios","Hasta 25.000 $"
"379",379,379,379,379,379,"Mujer","1938-05-12",8,"Administrativo",19650,13050,70,102,"No","Femenino",99.2232327352025,51.7782340862423,"Más de 40 años","Primarios","Hasta 25.000 $"
"380",380,380,380,380,380,"Mujer","1941-02-22",12,"Administrativo",21000,13500,70,82,"No","Femenino",94.9681906638602,48.993839835729,"Más de 40 años","Secundarios","Hasta 25.000 $"
"381",381,381,381,381,381,"Hombre","1946-07-15",17,"Administrativo",27000,18000,70,192,"Sí","Masculino",113.115988248183,43.6030116358658,"Más de 40 años","Superiores","Entre 25.001 y 50.000 $"
"382",382,382,382,382,382,"Hombre","1959-10-20",12,"Administrativo",24000,15750,70,120,"Sí","Masculino",106.68304077005,30.3381245722108,"Entre 30 y 35 años","Secundarios","Hasta 25.000 $"
"383",383,383,383,383,383,"Hombre","1961-06-03",17,"Directivo",78500,28740,70,67,"Sí","Masculino",89.0358900547169,28.7173169062286,"Entre 25 y 30 años","Superiores","Más de 75.000 $"
"384",384,384,384,384,384,"Mujer","1955-11-11",12,"Administrativo",20850,13050,70,127,"Sí","Femenino",118.564932541175,34.2778918548939,"Entre 30 y 35 años","Secundarios","Hasta 25.000 $"
"385",385,385,385,385,385,"Hombre","1930-10-01",12,"Seguridad",30000,15750,69,348,"No","Masculino",108.369421019031,59.3894592744695,"Más de 40 años","Secundarios","Entre 25.001 y 50.000 $"
"386",386,386,386,386,386,"Hombre","1934-08-18",8,"Seguridad",28500,15750,69,174,"No","Masculino",104.707894728999,55.5099247091034,"Más de 40 años","Primarios","Entre 25.001 y 50.000 $"
"387",387,387,387,387,387,"Hombre","1965-02-03",19,"Directivo",65000,31980,69,74,"No","Masculino",98.7761927084488,25.0458590006845,"Entre 25 y 30 años","Superiores","Entre 50.001 y 75.000 $"
"388",388,388,388,388,388,"Hombre","1959-01-02",14,"Administrativo",30150,16500,69,110,"No","Masculino",88.3950874270896,31.1348391512663,"Entre 30 y 35 años","Medios","Entre 25.001 y 50.000 $"
"389",389,389,389,389,389,"Hombre","1959-04-15",19,"Directivo",66875,32490,69,81,"No","Masculino",101.344875035221,30.8528405201916,"Entre 30 y 35 años","Superiores","Entre 50.001 y 75.000 $"
"390",390,390,390,390,390,"Mujer","1968-11-09",15,"Administrativo",24150,13500,69,7,"No","Femenino",101.717600661009,21.2813141683778,"Hasta 25 años","Medios","Hasta 25.000 $"
"391",391,391,391,391,391,"Mujer","1969-01-12",12,"Administrativo",24450,12450,69,12,"No","Femenino",91.70495456752,21.1060917180014,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"392",392,392,392,392,392,"Mujer","1970-05-12",12,"Administrativo",21600,12000,69,0,"No","Femenino",135.994895002583,19.7782340862423,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"393",393,393,393,393,393,"Mujer","1969-06-24",12,"Administrativo",27900,12450,69,0,"No","Femenino",108.354518019258,20.6598220396988,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"394",394,394,394,394,394,"Mujer","1970-02-04",8,"Administrativo",29100,12450,69,17,"No","Femenino",103.232952171884,20.0438056125941,"Hasta 25 años","Primarios","Entre 25.001 y 50.000 $"
"395",395,395,395,395,395,"Mujer","1970-03-09",12,"Administrativo",22650,11250,69,2,"No","Femenino",79.667446225232,19.9534565366188,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"396",396,396,396,396,396,"Mujer","1970-08-17",12,"Administrativo",20850,11250,69,0,"No","Femenino",81.6388439979685,19.5126625598905,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"397",397,397,397,397,397,"Mujer","1970-01-17",12,"Administrativo",22950,12300,69,5,"No","Femenino",116.574803682532,20.0930869267625,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"398",398,398,398,398,398,"Mujer","1970-11-21",12,"Administrativo",30600,12450,69,5,"No","Femenino",125.137771416965,19.2498288843258,"Hasta 25 años","Secundarios","Entre 25.001 y 50.000 $"
"399",399,399,399,399,399,"Mujer","1970-02-06",12,"Administrativo",20400,11250,69,0,"No","Femenino",91.2166099293858,20.0383299110199,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"400",400,400,400,400,400,"Mujer","1969-08-06",12,"Administrativo",23850,12750,69,20,"No","Femenino",96.3265676897527,20.5420944558522,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"401",401,401,401,401,401,"Mujer","1970-03-14",12,"Administrativo",22800,11250,69,0,"No","Femenino",109.72099845003,19.9397672826831,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"402",402,402,402,402,402,"Mujer","1970-02-07",12,"Administrativo",20700,11250,69,2,"No","Femenino",103.536678825529,20.0355920602327,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"403",403,403,403,403,403,"Mujer","1970-04-28",12,"Administrativo",21300,11250,69,3,"Sí","Femenino",77.0933692490948,19.8165639972622,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"404",404,404,404,404,404,"Mujer","1953-05-01",12,"Administrativo",24300,15000,69,121,"Sí","Femenino",110.213854969194,36.807665982204,"Entre 35 y 40 años","Secundarios","Hasta 25.000 $"
"405",405,405,405,405,405,"Mujer","1944-07-12",12,"Administrativo",19650,13950,69,133,"Sí","Femenino",107.492878631664,45.6098562628337,"Más de 40 años","Secundarios","Hasta 25.000 $"
"406",406,406,406,406,406,"Hombre","1965-10-05",17,"Directivo",60000,32490,68,17,"No","Masculino",122.454121527852,24.3778234086242,"Hasta 25 años","Superiores","Entre 50.001 y 75.000 $"
"407",407,407,407,407,407,"Hombre","1965-09-06",15,"Administrativo",30300,15750,68,55,"No","Masculino",98.6565663677825,24.4572210814511,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"408",408,408,408,408,408,"Hombre","1964-02-12",19,"Directivo",61250,33000,68,9,"No","Masculino",99.6885067829774,26.0232717316906,"Entre 25 y 30 años","Superiores","Entre 50.001 y 75.000 $"
"409",409,409,409,409,409,"Hombre","1962-11-21",19,"Administrativo",36000,19500,68,21,"No","Masculino",114.7858314859,27.2498288843258,"Entre 25 y 30 años","Superiores","Entre 25.001 y 50.000 $"
"410",410,410,410,410,410,"Mujer","1942-01-09",8,"Administrativo",25200,18750,68,344,"No","Femenino",80.2073645510954,48.1149897330595,"Más de 40 años","Primarios","Entre 25.001 y 50.000 $"
"411",411,411,411,411,411,"Mujer","1931-08-21",12,"Administrativo",16200,10200,68,180,"No","Femenino",89.590476875096,58.5023956194387,"Más de 40 años","Secundarios","Hasta 25.000 $"
"412",412,412,412,412,412,"Mujer","1970-06-16",12,"Administrativo",22800,11250,68,2,"No","Femenino",94.8635554432934,19.6824093086927,"Hasta 25 años","Secundarios","Hasta 25.000 $"
"413",413,413,413,413,413,"Mujer","1966-03-13",16,"Directivo",43500,19500,68,11,"No","Femenino",106.270100085409,23.9425051334702,"Hasta 25 años","Medios","Entre 25.001 y 50.000 $"
"414",414,414,414,414,414,"Hombre","1961-01-08",8,"Seguridad",30300,15750,68,155,"Sí","Masculino",97.686175800625,29.1170431211499,"Entre 25 y 30 años","Primarios","Entre 25.001 y 50.000 $"
"415",415,415,415,415,415,"Hombre","1963-05-02",15,"Administrativo",31950,15750,68,70,"Sí","Masculino",94.67771772789,26.8062970568104,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
"416",416,416,416,416,416,"Hombre","1965-01-16",15,"Administrativo",35250,13500,67,6,"No","Masculino",108.215700227681,25.0951403148528,"Entre 25 y 30 años","Medios","Entre 25.001 y 50.000 $"
